0	0	0.335	
4.800431965	1.614237655	0.33626925	2.973807451
7.609287257	2.561654571	0.337296449	2.964751045
11.9161987	4.021794308	0.339022466	2.949657033
13.22699784	4.467096144	0.339717828	2.943619429
17.90842333	6.067306331	0.341821138	2.925506616
22.02807775	7.48352892	0.343772182	2.908903203
23.71339093	8.064399747	0.344666401	2.901356198
26.45982721	9.014960214	0.34610687	2.889280989
32.88898488	11.26244408	0.349576722	2.860602368
38.31943844	13.1779868	0.352740834	2.834942549
41.12829374	14.17302304	0.354249732	2.82286734
43.93714903	15.17269185	0.355899007	2.809785864
45.99697624	15.90828497	0.357113992	2.800226323
50.49114471	17.52541894	0.359829407	2.779094708
58.54319654	20.46266643	0.364782486	2.74135968
61.16479482	21.42321059	0.366396398	2.729284471
68.40539957	24.10982023	0.371047686	2.695071379
70.15313175	24.76025506	0.372159321	2.68702124
75.77084233	26.87229382	0.375960765	2.659852019
81.76306695	29.14838444	0.379840671	2.632682799
85.1336933	30.43606812	0.382030976	2.617588788
87.38077754	31.29750432	0.383357327	2.608532382
91.31317495	32.81555856	0.38603785	2.590419568
94.87105832	34.19708617	0.388300422	2.575325557
98.6161987	35.66162619	0.391050765	2.557212744
105.3574514	38.32610711	0.395250117	2.530043524
111.349676	40.71880141	0.399299835	2.504383705
113.9712743	41.77004027	0.400991589	2.493817897
121.087041	44.65659796	0.405656593	2.465139276
127.0792657	47.10991583	0.409416873	2.442498259
131.6982721	49.0151436	0.412475665	2.424385446
133.4460043	49.73784037	0.413505445	2.418347841
139.4382289	52.2375	0.417150522	2.397216226
141.3107991	53.02061599	0.418203806	2.391178621
148.4265659	56.02681875	0.422470674	2.367028203
154.0442765	58.41843771	0.425728404	2.34891539
155.9168467	59.21769844	0.426825508	2.342877786
162.2835853	61.9563575	0.43015101	2.324764972
165	65	0.43	2.32
