Travel	Shock_Compression	Gradient
0.0	0.0	0.37037037037037035
21.333333333333332	7.901234567901234	0.36695720187873404
42.666666666666664	15.72965487464756	0.367554947079379
64.0	23.570827079007646	0.3722031741543246
85.33333333333333	31.51116146096657	0.3812163363488992
106.66666666666666	39.643776636409754	0.3952389491990541
128.0	48.075540885989575	0.4132815259625575
149.33333333333331	56.89221343985747	0.4270246157589521
170.66666666666666	66.00207190938178	0.43442386237055997
192.0	75.26978097328706	0.4347826086956522
